,tic,url,supply_chain_risk,regulatory_risk,inflationary_risk,macro_risk,debt_risk,liquidity_risk,doctype,gvkey,lpermno,datadate,fyear,sic,sic3,td,long_debt_dum,me,l_a,l_sale,div_d,age,atr,smalltaxlosscarry,largetaxlosscarry,l_emp,l_ppent,l_laborratio,Inv,Ch_Cash,Div,Ch_Debt,Ch_Eqty,Ch_WC,CF,td_a,td_mv,mb,prof_a,ppe_a,cash_a,xrd_a,dltt_a,invopps_FG09,sales_g,dv_a,short_debt,_merge
254,IQV,https://www.sec.gov/Archives/edgar/data/1478242/000156459020004901/iqv-10k_20191231.htm,7.0,15.0,0.0,5.0,5.0,0.0,Risk Section,17928.0,13911.0,2019-12-31,2019.0,8731.0,873.0,12194.0,1.0,29712.273,10.054104,9.313619,0.0,0.0,0.37785017,,,4.2195077,6.8617115,2.655971,0.051180594,-0.0023224808,0.0,0.03212765,-0.04034235,0.0028385876,0.057072815,0.52445054,0.2909827,2.0197098,0.08834029,0.041030493,0.038665004,0.0,0.5135693,1.7931659,,0.0,0.02074791,both
255,IRM,https://www.sec.gov/Archives/edgar/data/1020569/000102056920000029/irm201910k.htm,0.0,3.0,0.0,4.0,10.0,1.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
256,JKHY,https://www.sec.gov/Archives/edgar/data/779152/000077915219000048/jkhy-20190630x10k.htm,2.0,6.0,0.0,0.0,2.0,0.0,Risk Section,11811.0,88664.0,2019-06-30,2019.0,7373.0,737.0,0.0,0.0,10310.233,7.689293,7.347745,1.0,0.0,0.21700001,1.0,0.0,2.0017502,5.6112065,3.7509327,0.087253965,0.028463555,0.05434979,0.0,-0.027260715,0.009952266,0.19732803,0.0,0.0,5.0649495,0.23250195,0.12471182,0.042853698,0.044112377,0.0,4.6302285,,0.05434979,,both
257,J,https://www.sec.gov/Archives/edgar/data/52988/000005298819000069/jecfy201910-k1.htm,5.0,8.0,3.0,3.0,4.0,3.0,Risk Section,6216.0,52329.0,2019-09-30,2019.0,1600.0,160.0,1401.146,1.0,12158.429,9.346854,9.452334,0.0,0.0,0.11269418,0.0,1.0,3.9702919,5.7338037,1.7793202,-0.18776964,-0.014158081,0.0,-0.09102053,-0.07113143,0.052617833,-0.039775755,0.122235134,0.103332594,1.5621477,0.08107637,0.026882209,0.05505399,0.0,0.10479589,1.2027282,,0.0,0.14266965,both
258,JBHT,https://www.sec.gov/Archives/edgar/data/728535/000143774919003134/jbht20181231_10k.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section,5783.0,42877.0,2019-12-31,2019.0,4213.0,421.0,1420.24,1.0,12403.554,8.60719,9.123176,1.0,0.0,0.24170393,0.0,0.0,3.4030623,8.228808,4.8593163,0.14695366,0.005008359,0.020438675,0.0,-0.05038647,-0.007650725,0.22278717,0.25960115,0.1027388,2.8528233,0.2401137,0.6847863,0.006397539,0.0,0.2514854,2.422847,,0.020438673,0.031262323,both
259,SJM,https://www.sec.gov/Archives/edgar/data/91419/000009141919000005/sjm43019-10k.htm,3.0,2.0,0.0,2.0,0.0,1.0,Risk Section,9777.0,42585.0,2019-04-30,2018.0,2033.0,203.0,5910.8,1.0,13948.182,9.723841,8.966739,1.0,0.0,0.2668187,0.0,0.0,2.1282318,7.556637,5.554634,0.11514364,-0.005463369,0.022613442,0.06474661,-0.00032313465,-0.0070311707,0.06787024,0.3537008,0.29763862,1.357703,0.09645569,0.114437535,0.008497245,0.003351026,0.280427,1.0999535,,0.022613442,0.20716317,both
260,JNJ,https://www.sec.gov/Archives/edgar/data/200406/000020040620000010/form10-k20191229.htm,0.0,7.0,1.0,5.0,0.0,0.0,Risk Section,6266.0,22111.0,2019-12-31,2019.0,2834.0,283.0,28681.0,1.0,384003.78,11.968627,11.315194,1.0,0.0,0.12748154,,,4.891852,9.831777,4.9474072,0.039270137,-0.0050847027,0.062874064,-0.018265622,-0.036721446,-0.028149726,0.15204656,0.18183835,0.06949856,3.057547,0.178345,0.118019626,0.12228013,0.07763365,0.17251217,2.5903058,,0.062874064,0.05128831,both
261,JCI,https://www.sec.gov/Archives/edgar/data/833444/000083344419000051/jciplc201910-k.htm,5.0,6.0,0.0,3.0,4.0,2.0,Risk Section,6268.0,45356.0,2019-09-30,2019.0,3585.0,358.0,7219.0,1.0,34130.223,10.652235,10.084475,1.0,0.0,0.0,0.0,1.0,4.65396,8.116417,3.4717276,-0.2856197,0.061981224,0.021756096,-0.085818335,-0.13817485,0.04533308,0.022110814,0.17071441,0.17458612,1.3396841,0.04843096,0.07917327,0.06671081,0.0075436896,0.15863031,1.0599966,,0.021756096,0.070785426,both
262,JPM,https://www.sec.gov/Archives/edgar/data/19617/000001961720000257/corp10k2019.htm,0.0,24.0,1.0,8.0,6.0,13.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
263,JNPR,https://www.sec.gov/Archives/edgar/data/1043604/000104360420000021/jnpr-10k20191231.htm,13.0,6.0,0.0,3.0,4.0,2.0,Risk Section,121718.0,86979.0,2019-12-31,2019.0,3576.0,357.0,1884.3,1.0,8273.217,9.0867815,8.399625,1.0,0.0,0.16747104,1.0,0.0,2.343631,6.909354,4.665626,0.059766684,-0.13909729,0.029430736,-0.05146135,-0.056496598,0.03472623,0.05805809,0.21321158,0.18550794,1.414431,0.08086946,0.1132195,0.22838521,0.10813899,0.20842527,,,0.029430734,0.022448653,both
264,KSU,https://www.sec.gov/Archives/edgar/data/54480/000005448020000015/kcs1231201910k.htm,1.0,5.0,1.0,2.0,0.0,0.0,Risk Section,6335.0,12650.0,2019-12-31,2019.0,4011.0,401.0,3377.1,1.0,14721.127,9.188789,7.9606724,1.0,0.0,0.31481245,1.0,0.0,2.084429,8.79939,6.8476315,0.06910328,0.004935219,0.01474435,0.057475373,-0.08026117,0.0021457474,0.111568645,0.34506685,0.18659839,2.0528698,0.14313157,0.67736137,0.015204152,0.0,0.3385887,1.7846425,,0.01474435,0.018773504,both
265,K,https://www.sec.gov/Archives/edgar/data/55067/000162828020002113/k-2019q410xk.htm,4.0,7.0,0.0,13.0,4.0,0.0,Risk Section,6375.0,26825.0,2019-12-31,2019.0,2040.0,204.0,8469.0,1.0,23621.113,9.773606,9.516206,1.0,0.0,0.25058547,,,3.465736,8.331827,4.897599,-0.04406741,0.0043270327,0.043782737,-0.054315645,-0.008881804,0.00785698,0.067239806,0.48217946,0.26391307,2.18846,0.12759052,0.23644955,0.022603052,0.008198588,0.4342974,1.7910248,,0.043782737,0.09930334,both
266,KEY,https://www.sec.gov/Archives/edgar/data/91576/000009157620000007/key-123119x10k.htm,1.0,14.0,0.0,2.0,8.0,7.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
267,KEYS,https://www.sec.gov/Archives/edgar/data/1601046/000160104619000110/keys-10312019x10k.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section,20232.0,14939.0,2019-10-31,2019.0,3825.0,382.0,1792.0,1.0,18920.625,8.798304,8.367067,0.0,0.0,0.13146853,1.0,0.0,2.6810215,6.3578424,3.746038,0.02959384,0.103125475,0.0,0.0,-0.0178167,0.00588857,0.15053602,0.27057225,0.08651728,3.403235,0.15325381,0.08696965,0.24128039,0.10388042,0.27057225,3.1277487,,0.0,0.0,both
268,KMB,https://www.sec.gov/Archives/edgar/data/55785/000005578520000016/kmb2019form10k.htm,7.0,5.0,1.0,7.0,0.0,2.0,Risk Section,6435.0,17750.0,2019-12-31,2019.0,2621.0,262.0,8151.0,1.0,46966.17,9.634497,9.82282,1.0,0.0,0.2107574,,,3.713572,8.967887,5.2788796,0.06818033,-0.0063469214,0.09212851,0.019760517,-0.037427206,0.026303736,0.17162861,0.5333377,0.14788495,4.0752583,0.27566576,0.5133809,0.028921023,0.018582739,0.42445856,3.5923693,,0.09212851,0.20414673,both
269,KIM,https://www.sec.gov/Archives/edgar/data/879101/000143774920003500/kim20191231_10k.htm,1.0,2.0,1.0,0.0,3.0,2.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
270,KMI,https://www.sec.gov/Archives/edgar/data/1506307/000150630720000022/kmi-2019x10k.htm,6.0,15.0,0.0,4.0,7.0,3.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
271,KLAC,https://www.sec.gov/Archives/edgar/data/319201/000031920119000031/klac10k2019.htm,9.0,7.0,0.0,9.0,6.0,2.0,Risk Section,6304.0,46886.0,2019-06-30,2019.0,3827.0,382.0,3423.382,1.0,18849.945,9.105926,8.427029,1.0,0.0,0.09346939,1.0,0.0,2.3997118,6.108801,3.801992,0.13109618,-0.04311343,0.052424062,0.1311327,-0.11854239,0.036355045,0.1278165,0.3800162,0.15369873,2.7972813,0.17645137,0.049819414,0.1930823,0.07892865,0.3522648,2.349617,,0.052424062,0.0730269,both
272,KHC,https://www.sec.gov/Archives/edgar/data/1637459/000163745920000027/form10-k2019.htm,9.0,9.0,1.0,11.0,2.0,2.0,Risk Section,5568.0,15408.0,2019-12-31,2019.0,2030.0,203.0,29845.0,1.0,39230.73,11.527322,10.1257105,1.0,0.0,0.2733759,1.0,0.0,3.637586,8.93564,5.3245907,-0.014894037,0.011276491,0.019250862,-0.018018728,0.0,0.0035978314,0.033652045,0.29418433,0.43206203,0.8778485,0.059970427,0.074884176,0.022474125,0.0011039921,0.28260228,0.5638022,,0.019250862,0.03937008,both
273,KR,https://www.sec.gov/Archives/edgar/data/56873/000155837019002756/kr-20190202x10k.htm,0.0,2.0,1.0,0.0,3.0,0.0,Risk Section,6502.0,16678.0,2019-01-31,2018.0,5411.0,541.0,15229.0,1.0,22607.34,10.548442,11.704884,1.0,0.0,0.2244389,1.0,0.0,6.025866,9.982114,3.8661754,0.03111391,0.0021512148,0.0114644,-0.011989087,-0.051025763,-0.011254526,0.10774437,0.39952254,0.40249664,1.3862044,0.13410987,0.5675796,0.042237263,0.0,0.31670076,0.96055144,,0.0114644,0.20730186,both
274,LB,https://www.sec.gov/Archives/edgar/data/701985/000070198519000015/lb22201910k.htm,0.0,7.0,0.0,9.0,1.0,0.0,Risk Section,6733.0,64282.0,2019-01-31,2018.0,5600.0,560.0,5838.0,1.0,7656.0,8.998384,9.490771,1.0,0.0,0.24854143,,,4.4986978,7.9441376,3.4562705,0.07527812,-0.012608158,0.08232386,0.0013597034,-0.025957974,0.007911001,0.16959208,0.72163165,0.43263674,2.05377,0.2409147,0.34833127,0.17466007,0.0,0.7117429,1.6434907,,0.08232386,0.013703323,both
275,LHX,https://www.sec.gov/Archives/edgar/data/202058/000020205819000090/hrs628201910-k.htm,9.0,5.0,0.0,7.0,4.0,0.0,Risk Section,5492.0,25582.0,2019-06-30,2019.0,3812.0,381.0,3522.0,1.0,22421.93,9.221972,8.824825,1.0,0.0,0.14375561,1.0,0.0,2.9549103,6.7968235,3.8942842,0.01571612,0.023920134,0.032124147,-0.027775032,-0.01482653,-0.00019768706,0.114361964,0.34812692,0.1357543,2.8838518,0.13936938,0.08836611,0.05238707,0.03271721,0.27310467,2.5528655,,0.032124147,0.21550256,both
276,LH,https://www.sec.gov/Archives/edgar/data/920148/000092014820000011/lh10-k2019.htm,3.0,16.0,0.0,4.0,1.0,1.0,Risk Section,14960.0,12062.0,2019-12-31,2019.0,8071.0,807.0,7107.6,1.0,16443.324,9.800701,9.3548565,0.0,0.0,0.25366914,1.0,0.0,4.189655,7.9103336,3.7355795,0.07110005,-0.0049483557,0.0,0.011642211,-0.023600275,0.01835823,0.07810976,0.3938514,0.30179706,1.4918612,0.11261526,0.15096086,0.018701792,0.0,0.35893586,,,0.0,0.08865158,both
277,LRCX,https://www.sec.gov/Archives/edgar/data/707549/000070754919000124/lrcx10k2019document.htm,7.0,4.0,0.0,6.0,3.0,0.0,Risk Section,6565.0,48486.0,2019-06-30,2019.0,3559.0,355.0,4489.899,1.0,27130.295,9.392773,9.175082,1.0,0.0,0.10428514,1.0,0.0,2.4595888,6.966097,4.594909,0.136406,-0.07125559,0.056522723,0.16642426,-0.18351789,-0.03985524,0.2632011,0.3741167,0.14199467,2.8711612,0.23268507,0.088246614,0.45255,0.09926564,0.31852862,,,0.05652272,0.14858486,both
278,LW,https://www.sec.gov/Archives/edgar/data/1679273/000155837019006311/lw-20190526x10k.htm,2.0,3.0,0.0,4.0,4.0,0.0,Risk Section,28790.0,16431.0,2019-05-31,2018.0,2030.0,203.0,2326.6,1.0,8654.588,8.022274,8.231243,1.0,0.0,0.21822934,1.0,0.0,2.1517622,7.3770084,5.3482347,0.13877498,-0.014238379,0.037170697,-0.022210557,-0.011941866,0.034972604,0.19585972,0.7632952,0.21187145,3.8408477,0.269709,0.5241954,0.0040024933,0.0050523276,0.74807256,3.569773,,0.037170697,0.019943263,both
279,LVS,https://www.sec.gov/Archives/edgar/data/1300514/000130051420000011/lvs-20191231x10k.htm,0.0,5.0,0.0,6.0,2.0,0.0,Risk Section,161844.0,90505.0,2019-12-31,2019.0,7990.0,799.0,12825.0,1.0,52711.004,10.051865,9.527994,0.0,0.0,0.14782059,1.0,0.0,3.9318256,9.758866,5.8467855,0.0044398466,-0.018061124,0.0,0.020000862,-0.030173715,0.18936162,-0.0034484244,0.55282557,0.19569395,3.0485368,0.21983705,0.74598044,0.18285272,0.0,0.5486012,2.8394258,,0.0,0.0076413257,both
280,LEG,https://www.sec.gov/Archives/edgar/data/58492/000005849220000002/leg201910k.htm,1.0,1.0,0.0,5.0,4.0,2.0,Risk Section,6649.0,60943.0,2019-12-31,2019.0,2510.0,251.0,2278.5,1.0,6699.394,8.479782,8.466426,1.0,0.0,0.22372092,,,3.1354942,6.9026423,3.810594,0.29445228,-0.004256291,0.04247986,0.19661988,-0.0014741301,-0.015841708,0.1375301,0.4730712,0.25379002,2.118552,0.14612573,0.20635745,0.05140769,0.0,0.45430198,1.8512133,,0.04247986,0.039675225,both
281,LDOS,https://www.sec.gov/Archives/edgar/data/1336920/000133692020000023/ldos01032020form10-k.htm,2.0,10.0,0.0,4.0,2.0,0.0,Risk Section,165123.0,91547.0,2019-12-31,2019.0,7373.0,737.0,3444.0,1.0,13802.49,9.144948,9.314159,1.0,0.0,0.22711472,1.0,0.0,3.5553482,6.5337887,3.0059738,-0.0069392547,0.0371517,0.021138038,-0.008540621,0.0028824597,0.0391801,0.057008646,0.36767375,0.1996928,2.1091588,0.12095655,0.073342584,0.07654532,0.0052311304,0.3470695,1.8424543,,0.021138038,0.05603949,both
282,LEN,https://www.sec.gov/Archives/edgar/data/920760/000162828020000559/len-20191130x10k.htm,3.0,3.0,1.0,1.0,2.0,0.0,Risk Section,6669.0,52708.0,2019-11-30,2019.0,1531.0,153.0,9573.696,1.0,18843.018,10.287372,10.010527,1.0,0.0,0.24257207,1.0,0.0,2.4074855,5.63667,3.3199697,-0.00066744984,-0.0043353923,0.0017525495,-0.03526758,-0.017799377,0.028842986,0.049816668,0.326085,0.33690372,1.0985541,0.08989305,0.009520833,0.050024368,0.0,0.23891535,0.97301996,,0.0017525497,0.26732183,both
283,LLY,https://www.sec.gov/Archives/edgar/data/59478/000005947820000057/lly-20191231x10xk.htm,2.0,3.0,0.0,4.0,0.0,1.0,Risk Section,6730.0,50876.0,2019-12-31,2019.0,2834.0,283.0,15803.9,1.0,119276.14,10.578626,10.013216,1.0,0.0,0.11925787,1.0,0.0,3.544576,9.036701,5.521312,0.20574452,-0.14408913,0.061339762,0.11926355,-0.1119989,0.048039895,0.1157305,0.40227714,0.116996564,3.9697335,0.17600627,0.21394335,0.0620703,0.14851563,0.3641135,3.4614148,,0.061339762,0.09486899,both
284,LNC,https://www.sec.gov/Archives/edgar/data/59558/000005955820000012/lnc-20191231x10k.htm,1.0,19.0,1.0,12.0,9.0,10.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
285,LIN,https://www.sec.gov/Archives/edgar/data/1707925/000162828019003050/plc201810-k.htm,6.0,7.0,0.0,3.0,1.0,0.0,Risk Section,25124.0,18143.0,2019-12-31,2019.0,2810.0,281.0,14932.0,1.0,113769.72,11.369194,10.24807,1.0,0.0,0.26050135,,,4.3930407,10.311948,5.9313145,-0.013035146,-0.020228144,0.021833003,-0.014547638,-0.029857295,0.038354963,0.032974645,0.17240106,0.11602021,1.7469602,0.0918464,0.3473999,0.031173509,0.0021244169,0.1317254,1.4229196,,0.021833003,0.23593624,both
286,LYV,https://www.sec.gov/Archives/edgar/data/1335258/000133525820000028/lyv-20191231.htm,0.0,7.0,0.0,5.0,3.0,0.0,Risk Section,165746.0,91041.0,2019-12-31,2019.0,7900.0,790.0,4805.488,1.0,15273.854,9.3034315,9.354265,0.0,0.0,1.0,1.0,0.0,3.2921262,7.8323913,4.5777516,0.06295775,0.008750216,0.0,0.04556765,-0.000113797716,0.04171994,0.02625411,0.43783313,0.23932497,2.2872202,0.069833174,0.22959542,0.22543083,0.0,0.4232786,1.7895987,,0.0,0.033242203,both
287,LKQ,https://www.sec.gov/Archives/edgar/data/1065696/000106569620000008/lkq-2019123110k.htm,6.0,5.0,1.0,7.0,9.0,0.0,Risk Section,155394.0,89866.0,2019-12-31,2019.0,5010.0,501.0,5400.88,1.0,10950.297,9.455633,9.433972,0.0,0.0,0.28484878,1.0,0.0,3.9512436,7.841458,3.909239,0.020724094,0.01546226,0.0,-0.023517922,-0.022833645,-0.007014343,0.08253793,0.4226055,0.33030528,1.4649014,0.102775,0.1989765,0.040925022,0.0,0.37973416,1.2647371,,0.0,0.101445325,both
288,LMT,https://www.sec.gov/Archives/edgar/data/936468/000093646820000016/lmtq4201910k.htm,13.0,2.0,0.0,8.0,5.0,0.0,Risk Section,6774.0,21178.0,2019-12-31,2019.0,3760.0,376.0,13754.0,1.0,109026.4,10.769074,10.998961,1.0,0.0,0.1396216,,,4.7095304,8.934851,4.234238,0.026110925,0.01561185,0.053778823,-0.031560343,-0.025248274,0.017126746,0.15231022,0.28938732,0.11202114,3.2281475,0.20232284,0.15971638,0.031854905,0.027352298,0.25793216,2.5994606,,0.053778823,0.10869565,both
289,L,https://www.sec.gov/Archives/edgar/data/60086/000119312520031657/d816698d10k.htm,5.0,15.0,4.0,8.0,11.0,4.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
290,LOW,https://www.sec.gov/Archives/edgar/data/60667/000006066719000042/form10k_02012019.htm,3.0,3.0,0.0,6.0,1.0,0.0,Risk Section,6829.0,61399.0,2019-01-31,2018.0,5211.0,521.0,16223.0,1.0,77024.16,10.448946,11.174778,1.0,0.0,0.3182086,1.0,0.0,5.7071104,9.8218975,4.118061,0.03129709,-0.0006665121,0.042164136,-0.021473281,-0.084704995,-0.021821028,0.17897299,0.47012287,0.1739785,3.1264682,0.17998725,0.534137,0.021125536,0.0,0.41703373,2.7300556,,0.042164136,0.112926096,both
291,LUMN,https://www.sec.gov/Archives/edgar/data/18926/000001892620000009/ctl2019123110k.htm,4.0,28.0,1.0,11.0,13.0,9.0,Risk Section,2884.0,60599.0,2019-12-31,2019.0,4813.0,481.0,36452.0,1.0,14399.666,11.078165,10.016861,1.0,0.0,1.0,0.0,1.0,3.7727609,10.231567,6.4820275,0.05514195,0.018519662,0.016990516,-0.011584443,0.0,0.0016372679,0.10223657,0.56303483,0.71683,1.0143596,0.13297395,0.42885607,0.026149949,0.0,0.5210837,0.73658115,,0.016990516,0.07450894,both
292,LYB,https://www.sec.gov/Archives/edgar/data/1489393/000148939320000009/a2019q410k.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section,294524.0,12345.0,2019-12-31,2019.0,2820.0,282.0,13551.0,1.0,31506.906,10.323349,10.455273,1.0,0.0,0.16019778,1.0,0.0,3.0007198,9.654963,6.7052097,0.053721044,0.016001314,0.0480368,0.081550844,-0.12327912,0.0038114013,0.15948743,0.44524395,0.30074632,1.7709186,0.1821587,0.5125021,0.03561689,0.0036471167,0.42155412,1.4748625,,0.0480368,0.053206407,both
293,MTB,https://www.sec.gov/Archives/edgar/data/36270/000156459020005365/mtb-10k_20191231.htm,0.0,9.0,0.0,4.0,6.0,5.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
294,MRO,https://www.sec.gov/Archives/edgar/data/101778/000010177820000023/mro-20191231x10k2019.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section,7017.0,15069.0,2019-12-31,2019.0,1311.0,131.0,5709.0,1.0,10809.68,9.915663,8.515391,1.0,0.0,0.0,1.0,0.0,1.0986123,9.752665,9.05946,0.13919486,-0.029834528,0.008001976,0.0,-0.017880958,0.0072610523,0.13524327,0.28199556,0.34560874,0.9336468,0.14482588,0.8495431,0.042380836,0.0,0.27700666,0.81614226,,0.008001976,0.017691365,both
295,MPC,https://www.sec.gov/Archives/edgar/data/1510295/000151029520000006/mpc-20191231x10k.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section,186989.0,12872.0,2019-12-31,2019.0,2911.0,291.0,31317.0,1.0,39102.25,11.498381,11.727626,1.0,0.0,0.28940988,1.0,0.0,4.125682,10.709606,6.671099,0.06352734,-0.0019887171,0.014184829,0.012185966,-0.01968424,0.011293072,0.08322172,0.31775844,0.44472215,1.0548749,0.098715454,0.48778358,0.015514023,0.0,0.30441576,0.6557668,,0.014184829,0.041989975,both
296,MKTX,https://www.sec.gov/Archives/edgar/data/1278021/000156459020004935/mktx-10k_20191231.htm,0.0,29.0,0.0,33.0,5.0,11.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
297,MAR,https://www.sec.gov/Archives/edgar/data/1048286/000162828020002376/mar-q42019x10k.htm,2.0,2.0,0.0,6.0,0.0,2.0,Risk Section,28930.0,85913.0,2019-12-31,2019.0,7011.0,701.0,11952.0,1.0,49063.32,10.128669,9.950944,1.0,0.0,0.20387742,0.0,1.0,5.164786,7.9348717,2.775458,0.011336872,-0.0042712865,0.024430163,0.06039679,-0.09584448,0.0009580456,0.06694344,0.4771067,0.19588523,2.9304745,0.09580456,0.11145264,0.008981678,0.0,0.43291685,2.476658,,0.024430163,0.092620485,both
298,MMC,https://www.sec.gov/Archives/edgar/data/62709/000006270920000010/mmc1231201910k.htm,0.0,21.0,0.0,7.0,6.0,2.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
299,MLM,https://www.sec.gov/Archives/edgar/data/916076/000156459020005784/mlm-10k_20191231.htm,4.0,5.0,0.0,6.0,3.0,0.0,Risk Section,29733.0,80204.0,2019-12-31,2019.0,1400.0,140.0,3268.9,1.0,17449.535,9.223414,8.463602,1.0,0.0,0.18217054,1.0,0.0,2.2870653,8.646273,6.466131,0.03808875,-0.002358956,0.012811402,-0.035640966,-0.011113743,0.008586995,0.095295906,0.322644,0.15777735,2.1941586,0.12275455,0.56140196,0.002072723,0.0,0.28360772,1.9761173,,0.012811402,0.12098871,both
300,MAS,https://www.sec.gov/Archives/edgar/data/62996/000006299620000006/mas2019123110k.htm,5.0,2.0,0.0,4.0,0.0,0.0,Risk Section,7085.0,34032.0,2019-12-31,2019.0,3430.0,343.0,2973.0,1.0,13226.044,8.522578,8.810907,1.0,0.0,0.26467204,,,3.1354942,6.961296,3.8693054,-0.11577482,0.027451761,0.028645316,-0.04157549,-0.17744182,0.010344142,0.15933956,0.5914064,0.18352935,3.677749,0.246668,0.20966779,0.13865128,0.0,0.58344936,3.326861,,0.028645316,0.013454423,both
301,MA,https://www.sec.gov/Archives/edgar/data/1141391/000114139120000032/ma12312019-10xk.htm,0.0,21.0,0.0,3.0,1.0,2.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
302,MKC,https://www.sec.gov/Archives/edgar/data/63754/000006375420000022/mkc-11302019x10kxq42019.htm,3.0,3.0,0.0,9.0,4.0,2.0,Risk Section,7146.0,52090.0,2019-11-30,2019.0,2090.0,209.0,4324.2,1.0,22493.324,9.245911,8.584366,1.0,0.0,0.1825986,1.0,0.0,2.5952547,6.8602443,4.341499,0.016502446,0.005674525,0.029163973,-0.0392488,-0.0016309435,-0.0036672102,0.09222069,0.41730925,0.16124532,2.838346,0.108674884,0.09193117,0.01499696,0.0064948224,0.34990975,2.5158172,,0.029163973,0.16150963,both
303,MXIM,https://www.sec.gov/Archives/edgar/data/743316/000074331619000024/maxim10-kfy2019.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section,14256.0,11896.0,2019-06-30,2019.0,3674.0,367.0,992.584,1.0,16262.187,8.227905,7.7468753,1.0,0.0,0.0,1.0,0.0,2.0956838,6.360822,4.3946414,-0.2288769,0.05712047,0.13503698,-0.13354765,-0.13468681,0.047099855,0.231515,0.26511452,0.05752519,4.850689,0.23097226,0.15430683,0.50703555,0.116245754,0.26511452,,,0.13503698,0.0,both
304,MCD,https://www.sec.gov/Archives/edgar/data/63908/000006390820000022/mcd-12312019x10k.htm,4.0,6.0,0.0,1.0,6.0,0.0,10K,7154.0,43449.0,2019-12-31,2019.0,5812.0,581.0,47556.0,1.0,147476.34,10.768712,9.955914,1.0,0.0,0.24852522,1.0,0.0,5.2522736,10.53002,5.2069826,0.064640045,0.000684055,0.07539128,0.06811714,-0.09736103,-0.0057881577,0.16995925,1.0009514,0.24383648,4.2768683,0.21633187,0.7876356,0.01891149,0.0,0.9866367,4.126347,,0.07539128,0.014301035,both
305,MCK,https://www.sec.gov/Archives/edgar/data/927653/000092765319000009/mck_10kx3312019.htm,2.0,7.0,0.0,10.0,0.0,1.0,Risk Section,7171.0,81061.0,2019-03-31,2018.0,5122.0,512.0,7595.0,1.0,22241.4,10.996618,12.275221,1.0,0.0,1.0,0.0,1.0,4.394449,7.8434563,3.4610374,0.023143183,0.005178308,0.0048934175,-0.00026813245,-0.026209949,-0.004340394,0.05969299,0.12727913,0.25455484,1.237086,0.06394959,0.042700093,0.04995643,0.0011898378,0.121748894,0.46153572,,0.0048934175,0.043449637,both
306,MDT,https://www.sec.gov/Archives/edgar/data/1613103/000161310319000028/mdt-2019426x10k.htm,4.0,8.0,0.0,5.0,1.0,0.0,Risk Section,7228.0,60097.0,2019-04-30,2018.0,3845.0,384.0,25324.0,1.0,119067.39,11.40416,10.327349,1.0,0.0,0.10563924,0.0,1.0,4.6251,8.450198,3.8347352,0.00862934,0.008071889,0.030024305,-0.009666199,-0.0210159,0.011884853,0.07740763,0.28233773,0.17538442,1.769019,0.11046447,0.052121658,0.109795526,0.026623854,0.27299485,1.6012195,,0.030024305,0.03309114,both
307,MRK,https://www.sec.gov/Archives/edgar/data/310158/000031015820000005/mrk1231201910k.htm,4.0,8.0,2.0,6.0,0.0,1.0,Risk Section,7257.0,22752.0,2019-12-31,2019.0,2834.0,283.0,27350.0,1.0,230923.6,11.343287,10.754493,1.0,0.0,0.14631397,,,4.276666,9.688251,5.4255085,0.031150397,0.023306515,0.0674787,0.014787256,-0.05235968,0.024432149,0.15950803,0.32406366,0.10589546,3.429193,0.21294595,0.19107315,0.12381957,0.11697098,0.27849331,3.0708053,,0.0674787,0.14062157,both
308,MET,https://www.sec.gov/Archives/edgar/data/1099219/000109921920000064/met-20191231x10k.htm,4.0,13.0,5.0,7.0,5.0,11.0,Risk Section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
